Date,Ref CumulTwr,Loc 1D TwrPrice,Ref 1D TwrPrice,Loc 2BD TwrPrice,Ref 2BD TwrPrice,Loc 7D TwrPrice,Ref 7D TwrPrice,Ref 7D Vol,Ref 7D Sharpe,Ref 7D PosPercent,Ref 7D VeryPosPercent,Loc 7D Vol,Loc 7D Sharpe,Loc 7D PosPercent,Loc 7D VeryPosPercent,Ref 7D&Next1BD TwrPriceFloor,Ref 7D&Next7D TwrPrice_Floor
01.02.2011,1.016244,1.014463,1.016244,1.020262,1.019504,1.009957,1.007923,0.0111,0.1424,0.8,0.2,0.0095,0.2082,0.6,0.4,1.001,1.027
02.02.2011,1.011208511,0.998865,0.995045,1.013311,1.011208,1.003492,0.999494,0.0113,-0.0089,0.6,0.2,0.0094,0.0739,0.4,0.4,1.0029,1.0384
03.02.2011,1.025856877,1.003834,1.014486,1.002695,1.009459,1.008417,1.010443,0.0128,0.1629,0.6,0.4,0.0095,0.1775,0.6,0.4,1.0139,1.0345
04.02.2011,1.036711469,1.000707,1.010581,1.004544,1.02522,1.023735,1.040037,0.0078,1.0052,0.8,0.6,0.0054,0.8671,0.8,0.4,1.0211,1.0347
07.02.2011,1.042588586,1.005301,1.005669,1.006013,1.01631,1.023313,1.042589,0.0076,1.1015,0.8,0.8,0.0054,0.8538,0.8,0.2,1.0459,1.0631
08.02.2011,1.04698414,1.003797,1.004216,1.009119,1.009909,1.012554,1.030249,0.0066,0.9089,0.8,0.6,0.0024,1.0607,0.8,0,1.0469,1.0607
09.02.2011,1.046694125,0.996498,0.999723,1.000281,1.003938,1.010154,1.035093,0.0051,1.3507,0.8,0.6,0.0031,0.6432,0.8,0,1.0299,1.0394
10.02.2011,1.050535493,0.997751,1.00367,0.994256,1.003392,1.004032,1.024056,0.0035,1.3581,0.8,0.4,0.0034,0.2383,0.6,0,1.0388,1.0521
11.02.2011,1.059748689,1.002959,1.00877,1.000703,1.012472,1.006291,1.022221,0.0029,1.4996,0.8,0.4,0.0035,0.3604,0.6,0,1.033,1.0253
14.02.2011,1.060758629,1.00281,1.000953,1.005777,1.009731,1.003797,1.017428,0.0031,1.105,0.8,0.2,0.003,0.2514,0.6,0,1.0231,1.0163
15.02.2011,1.056379818,0.998599,0.995872,1.001405,0.996821,0.998599,1.008973,0.0043,0.4163,0.6,0.2,0.0027,-0.1051,0.4,0,1.0132,1.0061
16.02.2011,1.063916031,1.006874,1.007134,1.005464,1.002977,1.008998,1.016453,0.0046,0.7119,0.8,0.4,0.0033,0.5418,0.6,0.2,1.0161,0.9788
17.02.2011,1.051900164,1.005852,0.988706,1.012767,0.99576,1.01719,1.001299,0.0074,0.0352,0.6,0.4,0.0029,1.1828,0.8,0.4,1.0049,0.9654
18.02.2011,1.053684187,1.001801,1.001696,1.007663,0.990382,1.016016,0.994277,0.0062,-0.1847,0.6,0.2,0.003,1.0752,0.8,0.4,1.0029,0.9544
21.02.2011,1.048998453,0.999862,0.995553,1.001662,0.997241,1.013029,0.988913,0.0062,-0.3578,0.4,0.2,0.0033,0.7963,0.6,0.4,0.9898,0.9571
22.02.2011,1.024844215,0.984719,0.976974,0.984582,0.972629,0.998948,0.970147,0.0105,-0.5751,0.4,0.2,0.008,-0.0264,0.6,0.4,0.9661,0.9636
23.02.2011,1.010580433,0.992206,0.986082,0.977043,0.963377,0.984395,0.949868,0.0084,-1.216,0.2,0,0.0075,-0.4172,0.4,0.2,0.9566,0.9576
24.02.2011,1.002658493,0.999222,0.992161,0.991433,0.978352,0.977906,0.953187,0.0084,-1.1308,0.2,0,0.0063,-0.7056,0.2,0,0.9424,0.9444
25.02.2011,1.014352499,1.009703,1.011663,1.008917,1.003732,0.985619,0.962672,0.0115,-0.6603,0.2,0.2,0.0083,-0.3466,0.2,0.2,0.9643,0.9756
28.02.2011,1.022170113,1.007435,1.007707,1.017211,1.019459,0.993085,0.974424,0.0131,-0.396,0.4,0.4,0.0093,-0.1486,0.4,0.4,0.97,0.9633
01.03.2011,1.011676515,0.988511,0.989734,0.995861,0.997362,0.99691,0.987151,0.0102,-0.2523,0.4,0.4,0.0083,-0.0749,0.4,0.4,0.9644,0.9586
02.03.2011,1.004810267,1.002043,0.993213,0.990531,0.983017,1.006794,0.99429,0.009,-0.1276,0.4,0.4,0.0074,0.1822,0.6,0.4,0.9804,0.9947
03.03.2011,1.026301149,1.012442,1.021388,1.01451,1.014456,1.020115,1.02358,0.0118,0.3972,0.6,0.6,0.0085,0.4708,0.8,0.6,1.0155,1.0045
04.03.2011,1.015114466,0.99396,0.9891,1.006326,1.010254,1.004209,1.00075,0.0125,0.012,0.4,0.4,0.0087,0.0965,0.6,0.4,1.0124,0.9998
07.03.2011,1.005666796,0.992246,0.990693,0.986253,0.979894,0.989068,0.983854,0.0124,-0.263,0.2,0.2,0.0085,-0.2573,0.4,0.2,0.9914,0.9869
08.03.2011,1.019484657,1.005421,1.01374,0.997625,1.004305,1.005987,1.007717,0.0133,0.1157,0.4,0.4,0.0074,0.1604,0.6,0.2,0.9973,0.9708
09.03.2011,1.015197724,0.99944,0.995795,1.004857,1.009477,1.003374,1.010336,0.013,0.1582,0.4,0.4,0.0075,0.0903,0.4,0.2,1.0034,0.9624
10.03.2011,1.002500647,0.981995,0.987493,0.981445,0.98334,0.9732,0.976808,0.0096,-0.4877,0.2,0.2,0.0078,-0.6934,0.2,0,0.9976,0.9443
11.03.2011,1.001140253,1.005208,0.998643,0.987109,0.986153,0.984213,0.986233,0.0091,-0.3042,0.2,0.2,0.0089,-0.3589,0.4,0,0.9754,0.9255
14.03.2011,0.992383279,0.994038,0.991253,0.999215,0.989908,0.985991,0.986791,0.009,-0.2944,0.2,0.2,0.0087,-0.3241,0.4,0,0.9776,0.9424
15.03.2011,0.973645098,0.988005,0.981118,0.982115,0.972536,0.968912,0.955036,0.0062,-1.4807,0,0,0.0082,-0.7693,0.2,0,0.9681,0.9699
16.03.2011,0.948890172,0.981572,0.974575,0.969799,0.956173,0.95159,0.934685,0.0083,-1.6221,0,0,0.0088,-1.1231,0.2,0,0.9307,0.9523
17.03.2011,0.949852346,1.014356,1.001014,0.995664,0.975563,0.982949,0.947483,0.0101,-1.0604,0.2,0,0.0118,-0.2911,0.4,0.2,0.9356,0.9628
18.03.2011,0.956706481,1.004427,1.007216,1.018847,1.008238,0.982186,0.955617,0.0121,-0.7477,0.4,0.2,0.0117,-0.3071,0.4,0.2,0.9543,0.9813
21.03.2011,0.975399569,1.016331,1.019539,1.02083,1.026897,1.004212,0.982887,0.0166,-0.2072,0.6,0.4,0.0139,0.0603,0.6,0.4,0.9742,0.9928
22.03.2011,0.970861035,0.996943,0.995347,1.013223,1.014795,1.013297,0.997141,0.0148,-0.0386,0.6,0.4,0.0127,0.2086,0.6,0.4,0.9783,1.002
23.03.2011,0.977480365,1.004208,1.006818,1.001138,1.002132,1.036663,1.03013,0.008,0.7399,0.8,0.6,0.0072,1.0092,0.8,0.4,1.0039,1.0333
24.03.2011,0.98380955,1.007031,1.006475,1.011268,1.013337,1.029177,1.03575,0.0077,0.9204,0.8,0.8,0.0062,0.923,0.8,0.4,1.0368,1.0722
25.03.2011,0.993973287,1.001269,1.010331,1.008309,1.016873,1.025941,1.038953,0.0078,0.9872,0.8,0.8,0.0065,0.7889,0.8,0.4,1.0464,1.0598
28.03.2011,0.994434491,0.998662,1.000464,0.999929,1.0108,1.008105,1.019515,0.0053,0.7281,0.8,0.6,0.0037,0.4423,0.6,0.2,1.0394,1.0738
29.03.2011,1.006156884,1.006841,1.011788,1.005494,1.012258,1.018114,1.036355,0.0039,1.8277,1,0.8,0.0032,1.1104,0.8,0.4,1.0315,1.0453
30.03.2011,1.017472125,1.008616,1.011246,1.015516,1.023166,1.022584,1.040914,0.0042,1.9041,1,0.8,0.0038,1.1688,0.8,0.6,1.048,1.0562
31.03.2011,1.006744916,0.998055,0.989457,1.006655,1.000584,1.01347,1.023313,0.0087,0.5334,0.8,0.6,0.0043,0.6244,0.6,0.4,1.0299,1.0452
01.04.2011,1.027334863,1.005776,1.020452,1.00382,1.009694,1.018031,1.033564,0.0107,0.6194,0.8,0.6,0.0044,0.8191,0.6,0.6,1.0442,1.0371
04.04.2011,1.019673,1.00166,0.992542,1.007446,1.012841,1.021088,1.02538,0.012,0.4186,0.6,0.6,0.0038,1.0934,0.8,0.6,1.0258,1.0179
05.04.2011,1.025456585,1.001589,1.005672,1.003252,0.998172,1.015761,1.019182,0.0116,0.3292,0.6,0.6,0.0037,0.8533,0.8,0.4,1.0311,1.0105
06.04.2011,1.02168393,1.003931,0.996321,1.005526,1.001973,1.011042,1.00414,0.0112,0.0738,0.4,0.4,0.0026,0.8479,0.8,0.2,1.0154,0.9739
07.04.2011,1.020380261,0.997527,0.998724,1.001448,0.99505,1.010507,1.013545,0.0098,0.274,0.4,0.4,0.0028,0.7568,0.8,0.2,1.0028,0.9623
08.04.2011,1.011797843,0.998554,0.991589,0.996085,0.990324,1.003252,0.984877,0.0051,-0.6019,0.2,0.2,0.0023,0.2805,0.6,0,1.005,0.9722
11.04.2011,1.004888276,0.995793,0.993171,0.994353,0.984817,0.997375,0.985501,0.005,-0.5892,0.2,0.2,0.0029,-0.1802,0.4,0,0.9781,0.9606
12.04.2011,0.979979105,0.990028,0.975212,0.985863,0.968552,0.985863,0.955652,0.0083,-1.0915,0,0,0.0045,-0.6337,0.2,0,0.961,0.9593
13.04.2011,0.979185322,1.00042,0.99919,0.990443,0.974423,0.982415,0.958404,0.0087,-0.9713,0,0,0.0036,-0.9977,0.2,0,0.9548,0.9613
14.04.2011,0.978798544,1.001678,0.999605,1.002098,0.998796,0.986503,0.95925,0.0089,-0.9351,0,0,0.0041,-0.6558,0.4,0,0.958,0.9729
15.04.2011,0.986945084,1.004607,1.008323,1.006293,1.007925,0.992483,0.975437,0.0111,-0.4488,0.2,0.2,0.0051,-0.2955,0.6,0,0.9672,0.9695
18.04.2011,0.978230359,0.988466,0.99117,0.99302,0.999419,0.98518,0.973472,0.0112,-0.4808,0.2,0.2,0.0065,-0.457,0.6,0,0.9668,0.9777
19.04.2011,0.9858361,1.007943,1.007775,0.996317,0.998876,1.003008,1.005977,0.0063,0.188,0.4,0.4,0.0066,0.0909,0.8,0.2,0.981,0.9806
20.04.2011,0.994059945,1.014785,1.008342,1.022845,1.016182,1.01741,1.015191,0.0068,0.4442,0.6,0.6,0.0087,0.3979,0.8,0.4,1.0143,1.0122
21.04.2011,0.989322255,1.006116,0.995234,1.020992,1.003536,1.021918,1.010751,0.0074,0.2879,0.6,0.6,0.0087,0.5003,0.8,0.6,1.0103,1.0205
25.04.2011,0.98546192,0.99638,0.996098,0.99638,0.996098,1.025376,1.007392,0.0062,0.2375,0.4,0.4,0.0066,0.7637,0.6,0.6,0.9984,1.0019
26.04.2011,0.992021154,1.009803,1.006656,1.006148,1.002727,1.027268,1.006273,0.006,0.2102,0.4,0.4,0.0067,0.8002,0.6,0.6,1.014,1.003
27.04.2011,0.999278781,1.004005,1.007316,1.013848,1.01402,1.016356,1.005249,0.0057,0.1847,0.4,0.4,0.0049,0.6627,0.6,0.4,1.0136,0.9879
28.04.2011,0.992758487,1.004057,0.993475,1.008079,1.000743,1.014276,1.003472,0.0062,0.1123,0.4,0.4,0.0048,0.5953,0.6,0.2,0.9986,0.9717
29.04.2011,0.988867866,1.001414,0.996081,1.005477,0.989581,1.01571,0.99954,0.0058,-0.0158,0.4,0.4,0.0044,0.7176,0.8,0.2,0.9995,0.9754
02.05.2011,0.981255561,0.998453,0.992302,0.999865,0.988413,1.017824,0.995731,0.0065,-0.1315,0.4,0.4,0.0037,0.9453,0.8,0.2,0.9918,0.9881
03.05.2011,0.973941283,0.995487,0.992546,0.993948,0.984906,1.003394,0.981775,0.0056,-0.6502,0.2,0.2,0.0033,0.2046,0.6,0,0.9883,0.9971
04.05.2011,0.965939381,0.993978,0.991784,0.989493,0.984391,0.993373,0.966637,0.0015,-4.4392,0,0,0.0037,-0.3584,0.4,0,0.9737,0.999
05.05.2011,0.964989863,0.988769,0.999017,0.982815,0.990809,0.978248,0.972029,0.0028,-2.0307,0,0,0.0043,-1.0273,0.2,0,0.9656,0.9877
06.05.2011,0.977552101,1.00537,1.013018,0.994078,1.012023,0.982112,0.988558,0.0081,-0.2843,0.2,0.2,0.0055,-0.6588,0.2,0,0.9846,0.9998
09.05.2011,0.982608,1.002191,1.005172,1.007573,1.018258,0.985788,1.001379,0.008,0.0345,0.4,0.2,0.0059,-0.4818,0.4,0,0.9936,0.9991
10.05.2011,0.991102646,1.007037,1.008645,1.009244,1.013862,0.997226,1.017621,0.0074,0.47,0.6,0.4,0.007,-0.0795,0.6,0.2,1.01,0.9943
11.05.2011,0.987019303,0.990298,0.99588,0.997267,1.00449,0.993533,1.021824,0.0062,0.6939,0.6,0.4,0.0077,-0.1687,0.6,0.2,1.0134,1.0047
12.05.2011,0.9925703,1.002672,1.005624,0.992944,1.001481,1.007504,1.028582,0.0056,1.0025,0.8,0.6,0.0059,0.2544,0.8,0.2,1.0275,1.0158
13.05.2011,0.988063038,0.99344,0.995459,0.996095,1.001058,0.995549,1.010753,0.0054,0.3943,0.6,0.4,0.0062,-0.1429,0.6,0.2,1.0239,1.0241
16.05.2011,0.975732999,0.995598,0.987521,0.989067,0.983037,0.989,0.993004,0.0076,-0.1842,0.4,0.4,0.0062,-0.3592,0.4,0.2,0.9981,0.9984
17.05.2011,0.978584091,0.998273,1.002922,0.993879,0.990407,0.980392,0.98737,0.0064,-0.3997,0.4,0.2,0.0042,-0.9374,0.2,0,0.9959,0.9884
18.05.2011,0.981212568,1.008789,1.002686,1.007047,1.005617,0.998698,0.994118,0.0066,-0.179,0.6,0.2,0.0055,-0.0476,0.4,0.2,0.99,0.9746
19.05.2011,0.988289073,1.002195,1.007212,1.011003,1.009917,0.998223,0.995688,0.0069,-0.1246,0.6,0.2,0.0054,-0.0656,0.4,0.2,1.0012,0.976
20.05.2011,0.976006617,0.993703,0.987572,0.995884,0.994694,0.998487,0.987799,0.0084,-0.2936,0.6,0.2,0.0054,-0.0565,0.4,0.2,0.9833,0.9656
23.05.2011,0.971262248,0.989392,0.995139,0.983161,0.982772,0.992263,0.995419,0.007,-0.132,0.6,0.2,0.0067,-0.2311,0.4,0.2,0.9829,0.9568
24.05.2011,0.965932932,0.999095,0.994513,0.988496,0.989678,0.99308,0.987072,0.0068,-0.3797,0.4,0.2,0.0067,-0.2066,0.4,0.2,0.9899,0.967
25.05.2011,0.963418609,1.003275,0.997397,1.002367,0.991925,0.987652,0.981866,0.0063,-0.5763,0.2,0.2,0.0053,-0.4723,0.4,0,0.9845,0.9742
26.05.2011,0.958441589,1.00125,0.994834,1.00453,0.992245,0.986721,0.9698,0.0033,-1.8427,0,0,0.0051,-0.5236,0.4,0,0.9767,0.9378
27.05.2011,0.945453747,1.00326,0.986449,1.004515,0.981353,0.996211,0.968696,0.0037,-1.6915,0,0,0.0052,-0.1469,0.6,0,0.9566,0.9311
30.05.2011,0.943600657,1.000207,0.99804,1.003469,0.984516,1.007102,0.971521,0.0041,-1.3931,0,0,0.0017,0.8545,0.8,0,0.9667,0.9279
31.05.2011,0.953394288,1.009195,1.010379,1.009404,1.008399,1.017282,0.98702,0.0077,-0.3395,0.2,0.2,0.0031,1.1031,1,0.2,0.9816,0.9249
01.06.2011,0.920228561,0.978696,0.965213,0.987694,0.975231,0.99236,0.95517,0.015,-0.6086,0.2,0.2,0.0104,-0.1475,0.8,0.2,0.9526,0.9311
02.06.2011,0.920270892,0.9972,1.000046,0.975956,0.965257,0.988345,0.960174,0.0154,-0.5253,0.4,0.2,0.0103,-0.2273,0.6,0.2,0.9552,0.9297
03.06.2011,0.905642266,0.993051,0.984104,0.990271,0.984149,0.978288,0.957891,0.0156,-0.5489,0.4,0.2,0.01,-0.4377,0.4,0.2,0.9449,0.9458
06.06.2011,0.89837177,0.991023,0.991972,0.984137,0.976204,0.969305,0.952067,0.0153,-0.6394,0.4,0.2,0.0098,-0.6311,0.2,0.2,0.9502,0.9477
07.06.2011,0.89942556,0.999501,1.001173,0.990529,0.993136,0.959995,0.943392,0.0132,-0.8796,0.4,0,0.0072,-1.1228,0,0,0.9531,0.9439
08.06.2011,0.895692944,0.996503,0.99585,0.996006,0.997018,0.977462,0.973337,0.0062,-0.8711,0.4,0,0.003,-1.5008,0,0,0.9394,0.9527
09.06.2011,0.906553221,1.007734,1.012125,1.00421,1.007924,0.987787,0.985094,0.0094,-0.3201,0.4,0.2,0.0059,-0.4192,0.2,0.2,0.9851,0.9788
10.06.2011,0.896010913,0.987138,0.988371,0.994773,1.000355,0.981906,0.989364,0.0083,-0.2578,0.4,0.2,0.0071,-0.5127,0.2,0.2,0.9736,0.9798
13.06.2011,0.89069488,1.00072,0.994067,0.987849,0.982506,0.991513,0.991453,0.008,-0.2138,0.4,0.2,0.0067,-0.2544,0.4,0.2,0.9834,0.9964
14.06.2011,0.908375174,1.012228,1.01985,1.012957,1.013799,1.004139,1.009949,0.0119,0.1666,0.4,0.4,0.0088,0.0943,0.6,0.4,1.0111,1.0037
15.06.2011,0.900745731,0.98529,0.991601,0.997339,1.011285,0.992839,1.005641,0.0124,0.0904,0.4,0.4,0.0108,-0.1331,0.6,0.4,1.0014,1.0181
16.06.2011,0.901682506,0.999567,1.00104,0.984864,0.992633,0.984794,0.994627,0.0112,-0.0959,0.4,0.2,0.0099,-0.3101,0.4,0.2,1.0066,1.008
17.06.2011,0.902444428,1.00368,1.000845,1.003246,1.001886,1.001296,1.00718,0.0099,0.1446,0.6,0.2,0.0087,0.0297,0.6,0.2,0.9954,0.9925
20.06.2011,0.90172157,1.005967,0.999199,1.009669,1.000043,1.006546,1.01238,0.0093,0.264,0.6,0.2,0.009,0.1449,0.6,0.4,1.0063,0.9944
21.06.2011,0.915721699,1.012578,1.015526,1.01862,1.014712,1.006893,1.008088,0.0078,0.208,0.6,0.2,0.0091,0.1511,0.6,0.4,1.028,1.0035
22.06.2011,0.902934561,0.995413,0.986036,1.007933,1.001345,1.017238,1.00243,0.0093,0.0519,0.6,0.2,0.0058,0.5883,0.6,0.4,0.994,0.9917
23.06.2011,0.899832078,0.994186,0.996564,0.989625,0.982649,1.011761,0.997948,0.0095,-0.0434,0.4,0.2,0.0068,0.3421,0.6,0.4,0.9989,1.0159
24.06.2011,0.891038019,0.989873,0.990227,0.984118,0.986825,0.997843,0.987361,0.0101,-0.2508,0.2,0.2,0.0084,-0.0516,0.4,0.4,0.9881,1.0342
27.06.2011,0.89384568,1.008141,1.003151,0.997932,0.993347,1,0.991266,0.0104,-0.1689,0.4,0.2,0.0087,0,0.4,0.4,0.9904,1.0539
28.06.2011,0.900893653,1.012864,1.007885,1.02111,1.011061,1.000282,0.983808,0.008,-0.406,0.4,0.2,0.0088,0.0064,0.4,0.4,0.999,1.0564
29.06.2011,0.915152097,1.008537,1.015827,1.021511,1.023837,1.013471,1.013532,0.0089,0.3038,0.6,0.4,0.009,0.2981,0.6,0.6,0.9993,1.0345
30.06.2011,0.932571102,1.011893,1.019034,1.020532,1.035162,1.031522,1.036384,0.0102,0.7038,0.8,0.6,0.0084,0.7414,0.8,0.8,1.0328,1.0421
01.07.2011,0.951132065,1.01203,1.019903,1.024066,1.039315,1.054611,1.067442,0.0066,2.0032,1,0.8,0.002,5.4705,1,1,1.057,1.0624
04.07.2011,0.952638658,1.00123,1.001584,1.013274,1.021518,1.047381,1.065775,0.007,1.8191,1,0.8,0.0043,2.1615,1,0.8,1.0691,1.0584
05.07.2011,0.94732484,0.998362,0.994422,0.99959,0.995997,1.032386,1.051538,0.0103,0.9839,0.8,0.6,0.0056,1.1384,0.8,0.6,1.0598,1.034
06.07.2011,0.941006183,1.001504,0.99333,0.999864,0.98779,1.025185,1.028251,0.0116,0.4803,0.6,0.4,0.0058,0.8618,0.8,0.4,1.0445,1.0202
07.07.2011,0.956040639,1.009417,1.015977,1.010935,1.009201,1.022677,1.025167,0.011,0.4541,0.6,0.4,0.0053,0.8549,0.8,0.4,1.0446,0.9971
08.07.2011,0.943148431,0.993578,0.986515,1.002934,1.002277,1.004031,0.991607,0.01,-0.1681,0.4,0.2,0.0052,0.156,0.6,0.2,1.0113,0.9691
11.07.2011,0.924246793,0.98401,0.979959,0.977691,0.966744,0.986763,0.970198,0.0121,-0.497,0.2,0.2,0.0084,-0.3154,0.4,0.2,0.9717,0.9502
12.07.2011,0.91911445,0.996059,0.994447,0.980132,0.974518,0.984486,0.970222,0.0121,-0.4966,0.2,0.2,0.0084,-0.3701,0.4,0.2,0.9648,0.9433
13.07.2011,0.912502341,1.005415,0.992806,1.001452,0.987293,0.988331,0.96971,0.0121,-0.5049,0.2,0.2,0.009,-0.2609,0.4,0.2,0.9632,0.9651
14.07.2011,0.903799806,0.995788,0.990463,1.00118,0.983337,0.974986,0.945357,0.0052,-2.1581,0,0,0.0068,-0.7403,0.2,0,0.9604,0.9714
15.07.2011,0.903843189,1.003051,1.000048,0.998826,0.990511,0.984283,0.958326,0.0066,-1.2847,0.2,0,0.0075,-0.4239,0.4,0,0.9454,0.9651
18.07.2011,0.898628917,0.991497,0.994231,0.994522,0.994279,0.991772,0.972283,0.0032,-1.7732,0.2,0,0.0051,-0.3228,0.4,0,0.9527,0.9754
19.07.2011,0.914336052,1.016175,1.017479,1.007535,1.01161,1.011801,0.994801,0.0098,-0.1067,0.4,0.2,0.0085,0.2762,0.6,0.2,0.9892,0.9783
20.07.2011,0.914112954,0.998902,0.999756,1.01506,1.017231,1.005248,1.001766,0.0093,0.0381,0.4,0.2,0.0084,0.1241,0.4,0.2,0.9945,0.9739
21.07.2011,0.922724812,1.011333,1.009421,1.010223,1.009175,1.02094,1.02094,0.0082,0.5037,0.6,0.4,0.0088,0.4733,0.6,0.4,1.0112,0.9598
22.07.2011,0.919976015,0.999525,0.997021,1.010852,1.006414,1.017351,1.01785,0.0086,0.4108,0.4,0.4,0.009,0.3839,0.4,0.4,1.0178,0.9687
25.07.2011,0.904221426,0.995312,0.982875,0.994838,0.979947,1.021265,1.006224,0.0117,0.1059,0.4,0.4,0.008,0.5245,0.4,0.4,1.0004,0.9426
26.07.2011,0.895171074,0.994061,0.989991,0.9894,0.973038,0.999039,0.97904,0.009,-0.4706,0.2,0.2,0.0061,-0.0314,0.2,0.2,0.9961,0.9366
27.07.2011,0.87581837,0.980702,0.978381,0.974877,0.968589,0.980837,0.958109,0.011,-0.7777,0.2,0.2,0.0099,-0.3919,0.2,0.2,0.9578,0.8901
28.07.2011,0.875511834,0.997409,0.99965,0.978161,0.978039,0.967332,0.948834,0.0081,-1.2915,0,0,0.0066,-1.0006,0,0,0.9577,0.8883
29.07.2011,0.852038486,0.991154,0.973189,0.988585,0.972849,0.959231,0.926154,0.0092,-1.6472,0,0,0.0059,-1.4116,0,0,0.9233,0.846
01.08.2011,0.841677698,0.996883,0.98784,0.988064,0.961355,0.960745,0.930832,0.0092,-1.539,0,0,0.0061,-1.3089,0,0,0.9148,0.8407
02.08.2011,0.813925059,0.979251,0.967027,0.976199,0.955268,0.946432,0.90924,0.0115,-1.6437,0,0,0.0078,-1.4105,0,0,0.9001,0.805
03.08.2011,0.812057915,1.004281,0.997706,0.983443,0.964808,0.969188,0.927199,0.013,-1.153,0,0,0.0084,-0.7447,0.2,0,0.9071,0.821
04.08.2011,0.780636958,0.956936,0.961307,0.961033,0.959102,0.92986,0.891635,0.0135,-1.6851,0,0,0.0165,-0.8726,0.2,0,0.8913,0.7964
05.08.2011,0.773479298,0.999924,0.990831,0.956864,0.952493,0.938089,0.907799,0.0142,-1.3511,0,0,0.0175,-0.727,0.2,0,0.8834,0.869
08.08.2011,0.727977058,0.943895,0.941172,0.943824,0.932543,0.888226,0.864913,0.0205,-1.3946,0,0,0.0236,-0.9947,0.2,0,0.8543,0.9098
09.08.2011,0.734982381,1.03752,1.009623,0.97931,0.950229,0.941078,0.903011,0.0252,-0.8027,0.2,0.2,0.034,-0.3554,0.4,0.2,0.8732,0.9507
10.08.2011,0.697568103,0.965533,0.949095,1.00176,0.958228,0.904769,0.859014,0.0259,-1.1571,0.2,0.2,0.0339,-0.5845,0.2,0.2,0.857,0.9877
11.08.2011,0.760906589,1.041207,1.090799,1.00532,1.035272,0.984446,0.974726,0.0537,-0.0951,0.4,0.4,0.0385,-0.0813,0.4,0.4,0.937,0.9944
12.08.2011,0.775248917,1.004679,1.018849,1.046079,1.11136,0.989126,1.002289,0.0543,0.0084,0.6,0.6,0.0386,-0.0566,0.6,0.4,0.993,0.99
15.08.2011,0.800228988,1.020994,1.032222,1.025771,1.051679,1.06992,1.099251,0.0454,0.421,0.8,0.8,0.0275,0.4951,0.8,0.6,1.0345,0.9784
16.08.2011,0.803993265,0.992448,1.004704,1.013283,1.037078,1.023441,1.093896,0.0457,0.3967,0.8,0.6,0.0256,0.1813,0.6,0.4,1.1044,1.0409
17.08.2011,0.807522796,1.00211,1.00439,0.994542,1.009115,1.062211,1.157627,0.032,0.9282,1,0.6,0.0171,0.7089,0.8,0.4,1.0986,1.0649
18.08.2011,0.772870377,0.959326,0.957088,0.96135,0.961289,0.978678,1.015724,0.0254,0.1232,0.8,0.4,0.0205,-0.2101,0.6,0.2,1.1079,1.1414
19.08.2011,0.756837954,0.98511,0.979256,0.945042,0.937234,0.959615,0.976252,0.0255,-0.188,0.6,0.2,0.0203,-0.4047,0.4,0.2,0.9946,1.0379
22.08.2011,0.757788543,1.002148,1.001256,0.987226,0.980486,0.941902,0.946965,0.0187,-0.58,0.6,0,0.0158,-0.7528,0.4,0,0.9774,1.0446
23.08.2011,0.78272509,1.028261,1.032907,1.030469,1.034204,0.975891,0.973547,0.0255,-0.2098,0.6,0.2,0.0227,-0.2144,0.6,0.2,0.9781,1.0497
24.08.2011,0.796272496,1.011349,1.017308,1.03993,1.050785,0.984888,0.986068,0.0269,-0.104,0.6,0.4,0.0235,-0.1292,0.6,0.4,0.9903,1.046
25.08.2011,0.789768542,0.986489,0.991832,0.997684,1.008999,1.012774,1.021865,0.0189,0.2298,0.6,0.4,0.0161,0.1576,0.6,0.4,0.978,1.032
26.08.2011,0.809860254,1.009441,1.02544,0.995802,1.017065,1.037788,1.070058,0.0152,0.898,0.8,0.6,0.0136,0.549,0.8,0.6,1.0478,1.0555
29.08.2011,0.840007302,1.024837,1.037225,1.034512,1.063612,1.061284,1.108499,0.0161,1.2963,0.8,0.8,0.0147,0.8116,0.8,0.8,1.1098,1.0387
30.08.2011,0.841053951,1.003815,1.001246,1.028747,1.038517,1.036053,1.074521,0.0163,0.8866,0.8,0.6,0.0124,0.5715,0.8,0.6,1.1098,1.0413
31.08.2011,0.833415499,1.005663,0.990918,1.0095,0.992153,1.030229,1.046647,0.0187,0.4899,0.6,0.4,0.0123,0.487,0.8,0.6,1.0647,1.0883
01.09.2011,0.815798762,0.991775,0.978862,0.997392,0.969973,1.03575,1.03296,0.0216,0.301,0.6,0.4,0.0107,0.6616,0.8,0.6,1.0245,1.0988
02.09.2011,0.786196689,0.979903,0.963714,0.971844,0.943343,1.005443,0.970781,0.0248,-0.2384,0.4,0.2,0.015,0.0723,0.6,0.4,0.9954,1.1127
05.09.2011,0.789099327,0.998399,1.003692,0.978334,0.967272,0.979505,0.939396,0.0149,-0.8366,0.4,0,0.0094,-0.442,0.4,0.2,0.9743,1.0722
06.09.2011,0.851871389,0.991829,1.079549,0.990241,1.083535,0.967809,1.012862,0.0403,0.0635,0.4,0.2,0.0085,-0.766,0.2,0.2,1.0141,1.0355
07.09.2011,0.874992882,1.023021,1.027142,1.014662,1.10885,0.984514,1.049888,0.0407,0.2404,0.6,0.4,0.0143,-0.2176,0.2,0.2,1.0403,1.038
