Date,_Ones,Ref 1D Twr,Loc 1D Twr,Ref 2BD AvgTwr,Loc 2BD AvgTwr,Ref 7D AvgTwr,Loc 7D AvgTwr,Ref 7D Vol,Ref 7D Sharpe,Ref 7D PosPercent,Ref 7D VeryPosPercent,Loc 7D Vol,Loc 7D Sharpe,Loc 7D PosPercent,Loc 7D VeryPosPercent,Bch Ref Next1BD IsTwrPositive,Bch Ref Next1BD IsTwrVeryPositive
2011-02-01,1,0.016244,0.014463,0.009705,0.010080,0.001580,0.001984,0.011100,0.142400,0.800000,0.200000,0.009500,0.208200,0.600000,0.400000,0,0
2011-02-02,1,-0.004955,-0.001135,0.005589,0.006634,-0.000101,0.000697,0.011300,-0.008900,0.600000,0.200000,0.009400,0.073900,0.400000,0.400000,1,1
2011-02-03,1,0.014486,0.003834,0.004719,0.001347,0.002080,0.001678,0.012800,0.162900,0.600000,0.400000,0.009500,0.177500,0.600000,0.400000,1,1
2011-02-04,1,0.010581,0.000707,0.012532,0.002270,0.007882,0.004703,0.007800,1.005200,0.800000,0.600000,0.005400,0.867100,0.800000,0.400000,1,1
2011-02-07,1,0.005669,0.005301,0.008122,0.003002,0.008376,0.004620,0.007600,1.101500,0.800000,0.800000,0.005400,0.853800,0.800000,0.200000,1,0
2011-02-08,1,0.004216,0.003797,0.004942,0.004549,0.005978,0.002498,0.006600,0.908900,0.800000,0.600000,0.002400,1.060700,0.800000,0.000000,0,0
2011-02-09,1,-0.000277,-0.003502,0.001967,0.000141,0.006922,0.002023,0.005100,1.350700,0.800000,0.600000,0.003100,0.643200,0.800000,0.000000,1,0
2011-02-10,1,0.00367,-0.002249,0.001694,-0.002876,0.004766,0.000805,0.003500,1.358100,0.800000,0.400000,0.003400,0.238300,0.600000,0.000000,1,1
2011-02-11,1,0.00877,0.002959,0.006216,0.000351,0.004405,0.001255,0.002900,1.499600,0.800000,0.400000,0.003500,0.360400,0.600000,0.000000,1,0
2011-02-14,1,0.000953,0.00281,0.004854,0.002884,0.003461,0.000758,0.003100,1.105000,0.800000,0.200000,0.003000,0.251400,0.600000,0.000000,0,0
2011-02-15,1,-0.004128,-0.001401,-0.001591,0.000702,0.001788,-0.000280,0.004300,0.416300,0.600000,0.200000,0.002700,-0.105100,0.400000,0.000000,1,1
2011-02-16,1,0.007134,0.006874,0.001487,0.002728,0.003269,0.001793,0.004600,0.711900,0.800000,0.400000,0.003300,0.541800,0.600000,0.200000,0,0
2011-02-17,1,-0.011294,0.005852,-0.002122,0.006363,0.000260,0.003415,0.007400,0.035200,0.600000,0.400000,0.002900,1.182800,0.800000,0.400000,1,0
2011-02-18,1,0.001696,0.001801,-0.004820,0.003824,-0.001147,0.003183,0.006200,-0.184700,0.600000,0.200000,0.003000,1.075200,0.800000,0.400000,0,0
2011-02-21,1,-0.004447,-0.000138,-0.001381,0.000831,-0.002227,0.002592,0.006200,-0.357800,0.400000,0.200000,0.003300,0.796300,0.600000,0.400000,0,0
2011-02-22,1,-0.023026,-0.015281,-0.013780,-0.007739,-0.006043,-0.000211,0.010500,-0.575100,0.400000,0.200000,0.008000,-0.026400,0.600000,0.400000,0,0
2011-02-23,1,-0.013918,-0.007794,-0.018483,-0.011545,-0.010234,-0.003141,0.008400,-1.216000,0.200000,0.000000,0.007500,-0.417200,0.400000,0.200000,0,0
2011-02-24,1,-0.007839,-0.000778,-0.010883,-0.004293,-0.009543,-0.004458,0.008400,-1.130800,0.200000,0.000000,0.006300,-0.705600,0.200000,0.000000,1,1
2011-02-25,1,0.011663,0.009703,0.001864,0.004449,-0.007580,-0.002893,0.011500,-0.660300,0.200000,0.200000,0.008300,-0.346600,0.200000,0.200000,1,1
2011-02-28,1,0.007707,0.007435,0.009683,0.008569,-0.005168,-0.001387,0.013100,-0.396000,0.400000,0.400000,0.009300,-0.148600,0.400000,0.400000,0,0
2011-03-01,1,-0.010266,-0.011489,-0.001320,-0.002071,-0.002583,-0.000619,0.010200,-0.252300,0.400000,0.400000,0.008300,-0.074900,0.400000,0.400000,0,0
2011-03-02,1,-0.006787,0.002043,-0.008528,-0.004746,-0.001145,0.001355,0.009000,-0.127600,0.400000,0.400000,0.007400,0.182200,0.600000,0.400000,1,1
2011-03-03,1,0.021388,0.012442,0.007202,0.007229,0.004672,0.003991,0.011800,0.397200,0.600000,0.600000,0.008500,0.470800,0.800000,0.600000,0,0
2011-03-04,1,-0.0109,-0.00604,0.005114,0.003158,0.000150,0.000840,0.012500,0.012000,0.400000,0.400000,0.008700,0.096500,0.600000,0.400000,0,0
2011-03-07,1,-0.009307,-0.007754,-0.010104,-0.006897,-0.003250,-0.002196,0.012400,-0.263000,0.200000,0.200000,0.008500,-0.257300,0.400000,0.200000,1,1
2011-03-08,1,0.01374,0.005421,0.002150,-0.001188,0.001539,0.001195,0.013300,0.115700,0.400000,0.400000,0.007400,0.160400,0.600000,0.200000,0,0
2011-03-09,1,-0.004205,-0.00056,0.004727,0.002426,0.002059,0.000674,0.013000,0.158200,0.400000,0.400000,0.007500,0.090300,0.400000,0.200000,0,0
2011-03-10,1,-0.012507,-0.018005,-0.008365,-0.009321,-0.004682,-0.005418,0.009600,-0.487700,0.200000,0.200000,0.007800,-0.693400,0.200000,0.000000,0,0
2011-03-11,1,-0.001357,0.005208,-0.006948,-0.006466,-0.002769,-0.003177,0.009100,-0.304200,0.200000,0.200000,0.008900,-0.358900,0.400000,0.000000,0,0
2011-03-14,1,-0.008747,-0.005962,-0.005059,-0.000392,-0.002656,-0.002818,0.009000,-0.294400,0.200000,0.200000,0.008700,-0.324100,0.400000,0.000000,0,0
2011-03-15,1,-0.018882,-0.011995,-0.013827,-0.008983,-0.009159,-0.006296,0.006200,-1.480700,0.000000,0.000000,0.008200,-0.769300,0.200000,0.000000,0,0
2011-03-16,1,-0.025425,-0.018428,-0.022159,-0.015216,-0.013418,-0.009875,0.008300,-1.622100,0.000000,0.000000,0.008800,-1.123100,0.200000,0.000000,1,0
2011-03-17,1,0.001014,0.014356,-0.012294,-0.002170,-0.010731,-0.003434,0.010100,-1.060400,0.200000,0.000000,0.011800,-0.291100,0.400000,0.200000,1,1
2011-03-18,1,0.007216,0.004427,0.004110,0.009380,-0.009038,-0.003588,0.012100,-0.747700,0.400000,0.200000,0.011700,-0.307100,0.400000,0.200000,1,1
2011-03-21,1,0.019539,0.016331,0.013359,0.010361,-0.003446,0.000841,0.016600,-0.207200,0.600000,0.400000,0.013900,0.060300,0.600000,0.400000,0,0
2011-03-22,1,-0.004653,-0.003057,0.007370,0.006590,-0.000572,0.002645,0.014800,-0.038600,0.600000,0.400000,0.012700,0.208600,0.600000,0.400000,1,1
2011-03-23,1,0.006818,0.004208,0.001066,0.000569,0.005955,0.007227,0.008000,0.739900,0.800000,0.600000,0.007200,1.009200,0.800000,0.400000,1,1
2011-03-24,1,0.006475,0.007031,0.006646,0.005618,0.007050,0.005768,0.007700,0.920400,0.800000,0.800000,0.006200,0.923000,0.800000,0.400000,1,1
2011-03-25,1,0.010331,0.001269,0.008401,0.004146,0.007672,0.005135,0.007800,0.987200,0.800000,0.800000,0.006500,0.788900,0.800000,0.400000,1,0
2011-03-28,1,0.000464,-0.001338,0.005386,-0.000035,0.003873,0.001616,0.005300,0.728100,0.800000,0.600000,0.003700,0.442300,0.600000,0.200000,1,1
2011-03-29,1,0.011788,0.006841,0.006110,0.002743,0.007168,0.003597,0.003900,1.827700,1.000000,0.800000,0.003200,1.110400,0.800000,0.400000,1,1
2011-03-30,1,0.011246,0.008616,0.011517,0.007728,0.008052,0.004476,0.004200,1.904100,1.000000,0.800000,0.003800,1.168800,0.800000,0.600000,0,0
2011-03-31,1,-0.010543,-0.001945,0.000292,0.003322,0.004620,0.002680,0.008700,0.533400,0.800000,0.600000,0.004300,0.624400,0.600000,0.400000,1,1
2011-04-01,1,0.020452,0.005776,0.004835,0.001908,0.006624,0.003580,0.010700,0.619400,0.800000,0.600000,0.004400,0.819100,0.600000,0.600000,0,0
2011-04-04,1,-0.007458,0.00166,0.006400,0.003716,0.005025,0.004182,0.012000,0.418600,0.600000,0.600000,0.003800,1.093400,0.800000,0.600000,1,1
2011-04-05,1,0.005672,0.001589,-0.000915,0.001625,0.003807,0.003132,0.011600,0.329200,0.600000,0.600000,0.003700,0.853300,0.800000,0.400000,0,0
2011-04-06,1,-0.003679,0.003931,0.000986,0.002759,0.000827,0.002199,0.011200,0.073800,0.400000,0.400000,0.002600,0.847900,0.800000,0.200000,0,0
2011-04-07,1,-0.001276,-0.002473,-0.002478,0.000724,0.002694,0.002093,0.009800,0.274000,0.400000,0.400000,0.002800,0.756800,0.800000,0.200000,0,0
2011-04-08,1,-0.008411,-0.001446,-0.004850,-0.001960,-0.003043,0.000649,0.005100,-0.601900,0.200000,0.200000,0.002300,0.280500,0.600000,0.000000,0,0
2011-04-11,1,-0.006829,-0.004207,-0.007620,-0.002827,-0.002917,-0.000525,0.005000,-0.589200,0.200000,0.200000,0.002900,-0.180200,0.400000,0.000000,0,0
2011-04-12,1,-0.024788,-0.009972,-0.015850,-0.007094,-0.009031,-0.002844,0.008300,-1.091500,0.000000,0.000000,0.004500,-0.633700,0.200000,0.000000,0,0
2011-04-13,1,-0.00081,0.00042,-0.012872,-0.004790,-0.008461,-0.003542,0.008700,-0.971300,0.000000,0.000000,0.003600,-0.997700,0.200000,0.000000,0,0
2011-04-14,1,-0.000395,0.001678,-0.000602,0.001049,-0.008286,-0.002714,0.008900,-0.935100,0.000000,0.000000,0.004100,-0.655800,0.400000,0.000000,1,1
2011-04-15,1,0.008323,0.004607,0.003955,0.003141,-0.004962,-0.001508,0.011100,-0.448800,0.200000,0.200000,0.005100,-0.295500,0.600000,0.000000,0,0
2011-04-18,1,-0.00883,-0.011534,-0.000291,-0.003496,-0.005363,-0.002982,0.011200,-0.480800,0.200000,0.200000,0.006500,-0.457000,0.600000,0.000000,1,1
2011-04-19,1,0.007775,0.007943,-0.000562,-0.001843,0.001193,0.000601,0.006300,0.188000,0.400000,0.400000,0.006600,0.090900,0.800000,0.200000,1,1
2011-04-20,1,0.008342,0.014785,0.008059,0.011358,0.003020,0.003458,0.006800,0.444200,0.600000,0.600000,0.008700,0.397900,0.800000,0.400000,0,0
2011-04-21,1,-0.004766,0.006116,0.001767,0.010441,0.002141,0.004346,0.007400,0.287900,0.600000,0.600000,0.008700,0.500300,0.800000,0.600000,0,0
2011-04-25,1,-0.003902,-0.00362,-0.001953,-0.001812,0.001474,0.005024,0.006200,0.237500,0.400000,0.400000,0.006600,0.763700,0.600000,0.600000,1,1
2011-04-26,1,0.006656,0.009803,0.001363,0.003069,0.001252,0.005395,0.006000,0.210200,0.400000,0.400000,0.006700,0.800200,0.600000,0.600000,1,1
2011-04-27,1,0.007316,0.004005,0.006986,0.006900,0.001048,0.003250,0.005700,0.184700,0.400000,0.400000,0.004900,0.662700,0.600000,0.400000,0,0
2011-04-28,1,-0.006525,0.004057,0.000371,0.004031,0.000694,0.002839,0.006200,0.112300,0.400000,0.400000,0.004800,0.595300,0.600000,0.200000,0,0
2011-04-29,1,-0.003919,0.001414,-0.005223,0.002735,-0.000092,0.003123,0.005800,-0.015800,0.400000,0.400000,0.004400,0.717600,0.800000,0.200000,0,0
2011-05-02,1,-0.007698,-0.001547,-0.005810,-0.000067,-0.000855,0.003540,0.006500,-0.131500,0.400000,0.400000,0.003700,0.945300,0.800000,0.200000,0,0
2011-05-03,1,-0.007454,-0.004513,-0.007576,-0.003031,-0.003672,0.000678,0.005600,-0.650200,0.200000,0.200000,0.003300,0.204600,0.600000,0.000000,0,0
2011-05-04,1,-0.008216,-0.006022,-0.007835,-0.005267,-0.006764,-0.001329,0.001500,-4.439200,0.000000,0.000000,0.003700,-0.358400,0.400000,0.000000,0,0
2011-05-05,1,-0.000983,-0.011231,-0.004606,-0.008630,-0.005658,-0.004389,0.002800,-2.030700,0.000000,0.000000,0.004300,-1.027300,0.200000,0.000000,1,1
2011-05-06,1,0.013018,0.00537,0.005993,-0.002965,-0.002299,-0.003604,0.008100,-0.284300,0.200000,0.200000,0.005500,-0.658800,0.200000,0.000000,1,0
2011-05-09,1,0.005172,0.002191,0.009087,0.003779,0.000276,-0.002859,0.008000,0.034500,0.400000,0.200000,0.005900,-0.481800,0.400000,0.000000,1,1
2011-05-10,1,0.008645,0.007037,0.006907,0.004611,0.003500,-0.000555,0.007400,0.470000,0.600000,0.400000,0.007000,-0.079500,0.600000,0.200000,0,0
2011-05-11,1,-0.00412,-0.009702,0.002242,-0.001367,0.004327,-0.001297,0.006200,0.693900,0.600000,0.400000,0.007700,-0.168700,0.600000,0.200000,1,1
2011-05-12,1,0.005624,0.002672,0.000740,-0.003534,0.005652,0.001496,0.005600,1.002500,0.800000,0.600000,0.005900,0.254400,0.800000,0.200000,0,0
2011-05-13,1,-0.004541,-0.00656,0.000529,-0.001954,0.002141,-0.000892,0.005400,0.394300,0.600000,0.400000,0.006200,-0.142900,0.600000,0.200000,0,0
2011-05-16,1,-0.012479,-0.004402,-0.008518,-0.005481,-0.001403,-0.002210,0.007600,-0.184200,0.400000,0.400000,0.006200,-0.359200,0.400000,0.200000,1,0
2011-05-17,1,0.002922,-0.001727,-0.004808,-0.003065,-0.002539,-0.003953,0.006400,-0.399700,0.400000,0.200000,0.004200,-0.937400,0.200000,0.000000,1,0
2011-05-18,1,0.002686,0.008789,0.002804,0.003517,-0.001179,-0.000260,0.006600,-0.179000,0.600000,0.200000,0.005500,-0.047600,0.400000,0.200000,1,1
2011-05-19,1,0.007212,0.002195,0.004946,0.005487,-0.000864,-0.000356,0.006900,-0.124600,0.600000,0.200000,0.005400,-0.065600,0.400000,0.200000,0,0
2011-05-20,1,-0.012428,-0.006297,-0.002656,-0.002060,-0.002452,-0.000303,0.008400,-0.293600,0.600000,0.200000,0.005400,-0.056500,0.400000,0.200000,0,0
2011-05-23,1,-0.004861,-0.010608,-0.008652,-0.008455,-0.000918,-0.001552,0.007000,-0.132000,0.600000,0.200000,0.006700,-0.231100,0.400000,0.200000,0,0
2011-05-24,1,-0.005487,-0.000905,-0.005174,-0.005769,-0.002599,-0.001388,0.006800,-0.379700,0.400000,0.200000,0.006700,-0.206600,0.400000,0.200000,0,0
2011-05-25,1,-0.002603,0.003275,-0.004046,0.001183,-0.003653,-0.002482,0.006300,-0.576300,0.200000,0.200000,0.005300,-0.472300,0.400000,0.000000,0,0
2011-05-26,1,-0.005166,0.00125,-0.003885,0.002262,-0.006114,-0.002670,0.003300,-1.842700,0.000000,0.000000,0.005100,-0.523600,0.400000,0.000000,0,0
2011-05-27,1,-0.013551,0.00326,-0.009367,0.002255,-0.006341,-0.000759,0.003700,-1.691500,0.000000,0.000000,0.005200,-0.146900,0.600000,0.000000,0,0
2011-05-30,1,-0.00196,0.000207,-0.007772,0.001733,-0.005762,0.001416,0.004100,-1.393100,0.000000,0.000000,0.001700,0.854500,0.800000,0.000000,1,1
2011-05-31,1,0.010379,0.009195,0.004191,0.004691,-0.002610,0.003433,0.007700,-0.339500,0.200000,0.200000,0.003100,1.103100,1.000000,0.200000,0,0
2011-06-01,1,-0.034787,-0.021304,-0.012462,-0.006172,-0.009131,-0.001533,0.015000,-0.608600,0.200000,0.200000,0.010400,-0.147500,0.800000,0.200000,1,0
2011-06-02,1,0.000046,-0.0028,-0.017525,-0.012095,-0.008095,-0.002342,0.015400,-0.525300,0.400000,0.200000,0.010300,-0.227300,0.600000,0.200000,0,0
2011-06-03,1,-0.015896,-0.006949,-0.007957,-0.004876,-0.008567,-0.004381,0.015600,-0.548900,0.400000,0.200000,0.010000,-0.437700,0.400000,0.200000,0,0
2011-06-06,1,-0.008028,-0.008977,-0.011970,-0.007963,-0.009776,-0.006216,0.015300,-0.639400,0.400000,0.200000,0.009800,-0.631100,0.200000,0.200000,1,0
2011-06-07,1,0.001173,-0.000499,-0.003438,-0.004747,-0.011587,-0.008132,0.013200,-0.879600,0.400000,0.000000,0.007200,-1.122800,0.000000,0.000000,0,0
2011-06-08,1,-0.00415,-0.003497,-0.001492,-0.001999,-0.005390,-0.004549,0.006200,-0.871100,0.400000,0.000000,0.003000,-1.500800,0.000000,0.000000,1,1
2011-06-09,1,0.012125,0.007734,0.003954,0.002103,-0.002999,-0.002455,0.009400,-0.320100,0.400000,0.200000,0.005900,-0.419200,0.200000,0.200000,0,0
2011-06-10,1,-0.011629,-0.012862,0.000177,-0.002617,-0.002136,-0.003645,0.008300,-0.257800,0.400000,0.200000,0.007100,-0.512700,0.200000,0.200000,0,0
2011-06-13,1,-0.005933,0.00072,-0.008786,-0.006094,-0.001715,-0.001703,0.008000,-0.213800,0.400000,0.200000,0.006700,-0.254400,0.400000,0.200000,1,1
2011-06-14,1,0.01985,0.012228,0.006876,0.006458,0.001982,0.000826,0.011900,0.166600,0.400000,0.400000,0.008800,0.094300,0.600000,0.400000,0,0
2011-06-15,1,-0.008399,-0.01471,0.005627,-0.001332,0.001126,-0.001436,0.012400,0.090400,0.400000,0.400000,0.010800,-0.133100,0.600000,0.400000,1,0
2011-06-16,1,0.00104,-0.000433,-0.003690,-0.007597,-0.001077,-0.003060,0.011200,-0.095900,0.400000,0.200000,0.009900,-0.310100,0.400000,0.200000,1,0
2011-06-17,1,0.000845,0.00368,0.000942,0.001621,0.001432,0.000259,0.009900,0.144600,0.600000,0.200000,0.008700,0.029700,0.600000,0.200000,0,0
2011-06-20,1,-0.000801,0.005967,0.000022,0.004823,0.002464,0.001306,0.009300,0.264000,0.600000,0.200000,0.009000,0.144900,0.600000,0.400000,1,1
2011-06-21,1,0.015526,0.012578,0.007329,0.009267,0.001612,0.001375,0.007800,0.208000,0.600000,0.200000,0.009100,0.151100,0.600000,0.400000,0,0
2011-06-22,1,-0.013964,-0.004587,0.000672,0.003958,0.000486,0.003424,0.009300,0.051900,0.600000,0.200000,0.005800,0.588300,0.600000,0.400000,0,0
2011-06-23,1,-0.003436,-0.005814,-0.008714,-0.005201,-0.000411,0.002341,0.009500,-0.043400,0.400000,0.200000,0.006800,0.342100,0.600000,0.400000,0,0
2011-06-24,1,-0.009773,-0.010127,-0.006609,-0.007973,-0.002541,-0.000432,0.010100,-0.250800,0.200000,0.200000,0.008400,-0.051600,0.400000,0.400000,1,0
2011-06-27,1,0.003151,0.008141,-0.003332,-0.001035,-0.001753,0.000000,0.010400,-0.168900,0.400000,0.200000,0.008700,0.000000,0.400000,0.400000,1,1
2011-06-28,1,0.007885,0.012864,0.005515,0.010500,-0.003259,0.000056,0.008000,-0.406000,0.400000,0.200000,0.008800,0.006400,0.400000,0.400000,1,1
2011-06-29,1,0.015827,0.008537,0.011848,0.010698,0.002692,0.002680,0.008900,0.303800,0.600000,0.400000,0.009000,0.298100,0.600000,0.600000,1,1
2011-06-30,1,0.019034,0.011893,0.017429,0.010214,0.007173,0.006226,0.010200,0.703800,0.800000,0.600000,0.008400,0.741400,0.800000,0.800000,1,1
2011-07-01,1,0.019903,0.01203,0.019468,0.011961,0.013139,0.010691,0.006600,2.003200,1.000000,0.800000,0.002000,5.470500,1.000000,1.000000,1,0
2011-07-04,1,0.001584,0.00123,0.010702,0.006615,0.012822,0.009302,0.007000,1.819100,1.000000,0.800000,0.004300,2.161500,1.000000,0.800000,0,0
2011-07-05,1,-0.005578,-0.001638,-0.002003,-0.000205,0.010102,0.006395,0.010300,0.983900,0.800000,0.600000,0.005600,1.138400,0.800000,0.600000,0,0
2011-07-06,1,-0.00667,0.001504,-0.006124,-0.000068,0.005587,0.004987,0.011600,0.480300,0.600000,0.400000,0.005800,0.861800,0.800000,0.400000,1,1
2011-07-07,1,0.015977,0.009417,0.004590,0.005453,0.004983,0.004495,0.011000,0.454100,0.600000,0.400000,0.005300,0.854900,0.800000,0.400000,0,0
2011-07-08,1,-0.013485,-0.006422,0.001138,0.001466,-0.001684,0.000805,0.010000,-0.168100,0.400000,0.200000,0.005200,0.156000,0.600000,0.200000,0,0
2011-07-11,1,-0.020041,-0.01599,-0.016768,-0.011218,-0.006033,-0.002662,0.012100,-0.497000,0.200000,0.200000,0.008400,-0.315400,0.400000,0.200000,0,0
2011-07-12,1,-0.005553,-0.003941,-0.012823,-0.009984,-0.006028,-0.003122,0.012100,-0.496600,0.200000,0.200000,0.008400,-0.370100,0.400000,0.200000,0,0
2011-07-13,1,-0.007194,0.005415,-0.006374,0.000726,-0.006133,-0.002345,0.012100,-0.504900,0.200000,0.200000,0.009000,-0.260900,0.400000,0.200000,0,0
2011-07-14,1,-0.009537,-0.004212,-0.008366,0.000590,-0.011176,-0.005054,0.005200,-2.158100,0.000000,0.000000,0.006800,-0.740300,0.200000,0.000000,1,0
2011-07-15,1,0.000048,0.003051,-0.004756,-0.000587,-0.008477,-0.003163,0.006600,-1.284700,0.200000,0.000000,0.007500,-0.423900,0.400000,0.000000,0,0
2011-07-18,1,-0.005769,-0.008503,-0.002864,-0.002743,-0.005606,-0.001651,0.003200,-1.773200,0.200000,0.000000,0.005100,-0.322800,0.400000,0.000000,1,1
2011-07-19,1,0.017479,0.016175,0.005788,0.003760,-0.001042,0.002349,0.009800,-0.106700,0.400000,0.200000,0.008500,0.276200,0.600000,0.200000,0,0
2011-07-20,1,-0.000244,-0.001098,0.008579,0.007502,0.000353,0.001047,0.009300,0.038100,0.400000,0.200000,0.008400,0.124100,0.400000,0.200000,1,1
2011-07-21,1,0.009421,0.011333,0.004577,0.005098,0.004153,0.004153,0.008200,0.503700,0.600000,0.400000,0.008800,0.473300,0.600000,0.400000,0,0
2011-07-22,1,-0.002979,-0.000475,0.003202,0.005412,0.003545,0.003446,0.008600,0.410800,0.400000,0.400000,0.009000,0.383900,0.400000,0.400000,0,0
2011-07-25,1,-0.017125,-0.004688,-0.010077,-0.002584,0.001242,0.004217,0.011700,0.105900,0.400000,0.400000,0.008000,0.524500,0.400000,0.400000,0,0
2011-07-26,1,-0.010009,-0.005939,-0.013573,-0.005314,-0.004228,-0.000192,0.009000,-0.470600,0.200000,0.200000,0.006100,-0.031400,0.200000,0.200000,0,0
2011-07-27,1,-0.021619,-0.019298,-0.015831,-0.012641,-0.008522,-0.003862,0.011000,-0.777700,0.200000,0.200000,0.009900,-0.391900,0.200000,0.200000,0,0
2011-07-28,1,-0.00035,-0.002591,-0.011041,-0.010980,-0.010449,-0.006621,0.008100,-1.291500,0.000000,0.000000,0.006600,-1.000600,0.000000,0.000000,0,0
2011-07-29,1,-0.026811,-0.008846,-0.013669,-0.005724,-0.015226,-0.008290,0.009200,-1.647200,0.000000,0.000000,0.005900,-1.411600,0.000000,0.000000,0,0
2011-08-01,1,-0.01216,-0.003117,-0.019513,-0.005986,-0.014233,-0.007977,0.009200,-1.539000,0.000000,0.000000,0.006100,-1.308900,0.000000,0.000000,0,0
2011-08-02,1,-0.032973,-0.020749,-0.022622,-0.011972,-0.018849,-0.010951,0.011500,-1.643700,0.000000,0.000000,0.007800,-1.410500,0.000000,0.000000,0,0
2011-08-03,1,-0.002294,0.004281,-0.017753,-0.008313,-0.015004,-0.006240,0.013000,-1.153000,0.000000,0.000000,0.008400,-0.744700,0.200000,0.000000,0,0
2011-08-04,1,-0.038693,-0.043064,-0.020662,-0.019677,-0.022679,-0.014439,0.013500,-1.685100,0.000000,0.000000,0.016500,-0.872600,0.200000,0.000000,0,0
2011-08-05,1,-0.009169,-0.000076,-0.024042,-0.021806,-0.019160,-0.012701,0.014200,-1.351100,0.000000,0.000000,0.017500,-0.727000,0.200000,0.000000,0,0
2011-08-08,1,-0.058828,-0.056105,-0.034317,-0.028494,-0.028608,-0.023427,0.020500,-1.394600,0.000000,0.000000,0.023600,-0.994700,0.200000,0.000000,1,1
2011-08-09,1,0.009623,0.03752,-0.025203,-0.010399,-0.020197,-0.012072,0.025200,-0.802700,0.200000,0.200000,0.034000,-0.355400,0.400000,0.200000,0,0
2011-08-10,1,-0.050905,-0.034467,-0.021109,0.000880,-0.029937,-0.019816,0.025900,-1.157100,0.200000,0.200000,0.033900,-0.584500,0.200000,0.200000,1,1
2011-08-11,1,0.090799,0.041207,0.017483,0.002657,-0.005107,-0.003130,0.053700,-0.095100,0.400000,0.400000,0.038500,-0.081300,0.400000,0.400000,1,1
2011-08-12,1,0.018849,0.004679,0.054211,0.022780,0.000457,-0.002184,0.054300,0.008400,0.600000,0.600000,0.038600,-0.056600,0.600000,0.400000,1,1
2011-08-15,1,0.032222,0.020994,0.025514,0.012803,0.019106,0.013609,0.045400,0.421000,0.800000,0.800000,0.027500,0.495100,0.800000,0.600000,1,0
2011-08-16,1,0.004704,-0.007552,0.018370,0.006620,0.018111,0.004645,0.045700,0.396700,0.800000,0.600000,0.025600,0.181300,0.600000,0.400000,1,0
2011-08-17,1,0.00439,0.00211,0.004547,-0.002733,0.029707,0.012144,0.032000,0.928200,1.000000,0.600000,0.017100,0.708900,0.800000,0.400000,0,0
2011-08-18,1,-0.042912,-0.040674,-0.019546,-0.019515,0.003125,-0.004301,0.025400,0.123200,0.800000,0.400000,0.020500,-0.210100,0.600000,0.200000,0,0
2011-08-19,1,-0.020744,-0.01489,-0.031891,-0.027867,-0.004795,-0.008211,0.025500,-0.188000,0.600000,0.200000,0.020300,-0.404700,0.400000,0.200000,1,0
2011-08-22,1,0.001256,0.002148,-0.009805,-0.006408,-0.010839,-0.011899,0.018700,-0.580000,0.600000,0.000000,0.015800,-0.752800,0.400000,0.000000,1,1
2011-08-23,1,0.032907,0.028261,0.016958,0.015120,-0.005347,-0.004869,0.025500,-0.209800,0.600000,0.200000,0.022700,-0.214400,0.600000,0.200000,1,1
2011-08-24,1,0.017308,0.011349,0.025078,0.019770,-0.002802,-0.003041,0.026900,-0.104000,0.600000,0.400000,0.023500,-0.129200,0.600000,0.400000,0,0
2011-08-25,1,-0.008168,-0.013511,0.004489,-0.001159,0.004335,0.002542,0.018900,0.229800,0.600000,0.400000,0.016100,0.157600,0.600000,0.400000,1,1
2011-08-26,1,0.02544,0.009441,0.008496,-0.002101,0.013635,0.007446,0.015200,0.898000,0.800000,0.600000,0.013600,0.549000,0.800000,0.600000,1,1
2011-08-29,1,0.037225,0.024837,0.031316,0.017110,0.020815,0.011967,0.016100,1.296300,0.800000,0.800000,0.014700,0.811600,0.800000,0.800000,1,0
2011-08-30,1,0.001246,0.003815,0.019077,0.014271,0.014479,0.007109,0.016300,0.886600,0.800000,0.600000,0.012400,0.571500,0.800000,0.600000,0,0
2011-08-31,1,-0.009082,0.005663,-0.003931,0.004739,0.009160,0.005974,0.018700,0.489900,0.600000,0.400000,0.012300,0.487000,0.800000,0.600000,0,0
2011-09-01,1,-0.021138,-0.008225,-0.015128,-0.001305,0.006507,0.007050,0.021600,0.301000,0.600000,0.400000,0.010700,0.661600,0.800000,0.600000,0,0
2011-09-02,1,-0.036286,-0.020097,-0.028741,-0.014179,-0.005913,0.001086,0.024800,-0.238400,0.400000,0.200000,0.015000,0.072300,0.600000,0.400000,1,0
2011-09-05,1,0.003692,-0.001601,-0.016500,-0.010892,-0.012426,-0.004133,0.014900,-0.836600,0.400000,0.000000,0.009400,-0.442000,0.400000,0.200000,1,1
2011-09-06,1,0.079549,-0.008171,0.040930,-0.004891,0.002559,-0.006523,0.040300,0.063500,0.400000,0.200000,0.008500,-0.766000,0.200000,0.200000,1,1
2011-09-07,1,0.027142,0.023021,0.053019,0.007304,0.009784,-0.003117,0.040700,0.240400,0.600000,0.400000,0.014300,-0.217600,0.200000,0.200000,1,0
2011-09-08,1,0.004371,-0.006774,0.015693,0.008014,0.014993,-0.002825,0.037900,0.395600,0.800000,0.400000,0.014200,-0.198600,0.200000,0.200000,0,0
2011-09-09,1,-0.01192,-0.027355,-0.003808,-0.017118,0.020075,-0.004307,0.032000,0.627000,0.800000,0.400000,0.016200,-0.266400,0.200000,0.200000,1,0
